Position,Name,Time,Category,Category Position
68th,Miranda Burdon,1:41:50,F 40-44,5th
69th,Brent Happer,1:42:04,M 35-39,7th
70th,Annabelle McGettigan,1:42:19,F 19-34,9th
71st,Martyn Crossley,1:42:40,M 50-54,3rd
72nd,Jeremy Robb,1:42:42,M 19-34,26th
73rd,John Urlich,1:42:49,M 50-54,4th
74th,Paula Olliver,1:43:01,F 35-39,3rd
75th,Rebecca Gifford,1:43:12,F 19-34,10th
76th,Graeme Tindall,1:43:14,M 40-44,12th
77th,Belinda Archer,1:43:16,F 40-44,6th
78th,Kate Lugtigheid,1:43:21,F 19-34,11th
79th,Cheryl Hirtzel,1:43:36,F 19-34,12th
80th,Emily Stenhouse,1:43:43,F 35-39,4th
81st,Anne Bathurst,1:43:44,F 40-44,7th
82nd,Bryan Phillips,1:43:47,M 65-69,1st
83rd,Susannah Hardie,1:43:50,F 19-34,13th
84th,Jodie Kerr,1:44:05,F 40-44,8th
85th,Natalie Seay,1:44:06,F 40-44,9th
86th,Sarah Robb,1:44:08,F 19-34,14th
87th,Toni Hutton,1:44:11,F 40-44,10th
88th,Sally Yarwood,1:44:32,F 19-34,15th
89th,Philip Wolff,1:44:38,M 35-39,8th
90th,Sarah Joyes,1:44:54,F 19-34,16th
91st,Pip Herd,1:44:57,F 35-39,5th
92nd,Natasha Van Der Kallen,1:45:06,F 45-49,3rd
93rd,Emma Suttie,1:45:07,F 35-39,6th
94th,Haleigh Smith,1:45:13,F 19-34,17th
95th,Jane Smith,1:45:28,F 40-44,11th
96th,Louise Hegan,1:45:43,F 40-44,12th
97th,Simone Faulkner,1:45:58,F 40-44,13th
98th,Adrian Doyle,1:46:06,M 35-39,9th
99th,Alex Rutherford,1:46:07,F 40-44,14th
100th,Genevieve Lasenby,1:46:45,F 40-44,15th
101st,Sander De Wildt,1:46:52,M 19-34,27th
102nd,Murray Hunt,1:47:13,M 50-54,5th
103rd,Philip Sim,1:47:40,M 50-54,6th
104th,Indigo Greenlaw,1:47:50,F 19-34,18th
105th,Jane Little,1:47:51,F 19-34,19th
106th,Jonny Flockton,1:48:03,M 19-34,28th
107th,Mary Lister,1:48:13,F 19-34,20th
108th,Michael Mitchell,1:48:25,M 19-34,29th
109th,Andrea Cayford,1:48:29,F 50-54,3rd
110th,Mike Christie,1:48:33,M 45-49,5th
111th,Karolyne Dunn,1:48:34,F 40-44,16th
112th,Antonia Haynes,1:49:08,F 19-34,21st
113th,Janine Starks,1:49:15,F 40-44,17th
114th,Dion Vincent,1:49:32,M 40-44,13th
115th,Lorraine Heffernan,1:49:33,F 19-34,22nd
116th,Susan Dyson,1:49:43,F 45-49,4th
117th,Alannah Compton,1:49:58,F 19-34,23rd
118th,Pilar Fernandez,1:50:30,F 40-44,18th
119th,Debbie Knight - Christie,1:50:35,F 40-44,19th
120th,David Taylor,1:50:51,M 55-59,1st
121st,Sarla Donovan,1:50:54,F 40-44,20th
122nd,Nicola Wilson,1:50:54,F 19-34,24th
123rd,Wendy Galbraith,1:51:50,F 40-44,21st
124th,Laurie Rands,1:51:56,F 40-44,22nd
125th,Ross Pett,1:51:56,M 40-44,14th
126th,Paul Rutledge,1:51:59,M 50-54,7th
127th,Hamish Myers,1:52:08,M 19-34,30th
128th,Andrew Mahon,1:52:09,M 19-34,31st
129th,Helen Bealey,1:53:04,F 19-34,25th
130th,Kate Austin,1:53:14,F 19-34,26th
131st,Roselea Paterson,1:53:22,F 19-34,27th
132nd,Dean Paterson,1:53:22,M 19-34,32nd
133rd,Shana Jones,1:53:31,F 40-44,23rd
134th,Vanessa Jarman,1:53:43,F 40-44,24th
135th,Kate Scott,1:53:50,F 35-39,7th
136th,Anna Gellatly,1:54:23,F 19-34,28th
137th,Rhys Watkins,1:54:33,M 19-34,33rd
138th,Grant Carroll,1:54:57,M 19-34,34th
139th,Penny Angell,1:55:03,F 40-44,25th
140th,Leigh Emmerton,1:55:38,F 45-49,5th
141st,Lynette Webber,1:57:41,F 35-39,8th
142nd,Jack Shove,1:58:20,M 19-34,35th
143rd,Lesa Bradley,1:58:41,F 19-34,29th
144th,Georgina Walker,1:59:48,F 35-39,9th
145th,Kaye Watkins,2:02:13,F 50-54,4th
146th,Michael Watkins,2:02:14,M 45-49,6th
147th,Rob Thistleton,2:02:58,M 35-39,10th
148th,Marion Roberts,2:03:56,F 60-64,1st
149th,Anna Sheppard,2:04:05,F 19-34,30th
150th,Christine Poole,2:04:27,F 40-44,26th
151st,Lisa Bailey-Adams,2:06:59,F 35-39,10th
152nd,Vicky Millar,2:12:39,F 35-39,11th
153rd,Lana Shackleton,2:18:05,F 19-34,31st
154th,Rachel Watkins,2:40:49,F 19-34,32nd
155th,Melissa Watkins,2:40:49,F 19-34,33rd
156th,Olivia Watkins,2:50:06,F 19-34,34th
157th,Wilma Montgomery,4:10:40,F 40-44,27th
