Position,Name,Bib,Time,Nationality,Category,Category Position,Gender,Gender Position
123,MICHAEL MULLER,2069,13:07:37,USA,35-39,30,Male,95
124,STEPHEN CORNWALL,2943,13:07:51,NZL,35-39,31,Male,96
125,KYLE AMBROSE,2987,13:09:03,AUS,35-39,32,Male,97
126,LUKE CHAMLEY,2098,13:09:04,AUS,20-34,41,Male,98
127,TAISHIRO KAWANO,2971,13:09:58,NZL,20-34,42,Male,99
128,GERI DAUBE,2117,13:11:48,AUS,40-44,4,Female,29
129,RICHARD O'HARA,2233,13:14:25,NZL,35-39,33,Male,100
130,JEFFREY HOFFARD,2129,13:15:26,AUS,40-44,12,Male,101
131,JRMY GIRAUDET,2103,13:15:30,FRA,20-34,43,Male,102
132,BENJAMIN HUNTER,2595,13:20:56,AUS,20-34,44,Male,103
133,GARETH DICK,2222,13:21:08,NZL,35-39,34,Male,104
134,CAMPBELL JONES,2195,13:24:24,NZL,40-44,13,Male,105
135,CHERYL GREENWAY,2055,13:24:31,GBR,35-39,9,Female,30
136,TIMO MICHALIK,2156,13:26:19,,50-54,6,Male,106
137,SARAH HAMILTON,2141,13:26:46,NZL,35-39,10,Female,31
138,FRASER SHAND,2941,13:27:03,NZL,20-34,45,Male,107
139,ADAM ZELENKA,2990,13:28:21,CAN,40-44,14,Male,108
140,WILLIAM HANCOCK,2240,13:30:54,GBR,20-34,46,Male,109
141,DEREK MCGOWAN,3075,13:31:21,NZL,40-44,15,Male,110
142,MIKE GIBB,2851,13:31:36,NZL,35-39,35,Male,111
143,MATT RUSDEN,2295,13:32:03,NZL,35-39,36,Male,112
144,BEN TURNBULL,2333,13:32:07,AUS,40-44,16,Male,113
145,JONATHAN ROWE,2123,13:34:03,NZL,45-49,7,Male,114
146,STEVEE-JANE TARRANT,3226,13:34:04,AUS,20-34,13,Female,32
147,BRETT FAINT,3074,13:34:19,NZL,35-39,37,Male,115
148,HARRY TAYLOR,2186,13:34:41,GBR,20-34,47,Male,116
149,MITCH HOWIE,2896,13:35:00,NZL,20-34,48,Male,117
150,LLION OGDEN,2965,13:36:05,GBR,50-54,7,Male,118
151,RICHARD MANKS,2836,13:37:56,NZL,35-39,38,Male,119
152,NIGEL RILEY,2214,13:38:34,NZL,60-64,2,Male,120
153,LUCAS HOFTON,2107,13:39:06,NZL,20-34,49,Male,121
154,BLAIR BULLOCH,2260,13:40:29,NZL,50-54,8,Male,122
155,TERRY ADAMS,2254,13:40:45,NZL,40-44,17,Male,123
156,OLIVER LEICESTER,3084,13:44:46,NZL,20-34,50,Male,124
157,NATHAN WAKEFIELD,2984,13:45:00,NZL,20-34,51,Male,125
158,SIMON ADAMS,2255,13:47:08,NZL,40-44,18,Male,126
159,CONNOR BRYCE,2983,13:47:16,NZL,20-34,52,Male,127
160,DANIELA KLINGE,2086,13:47:28,NZL,45-49,4,Female,33
161,SHYA CASTILLO,2765,13:47:47,USA,40-44,5,Female,34
162,JEFF DUNWOODIE,2178,13:48:08,AUS,40-44,19,Male,128
163,CYRILLE RODA,2835,13:48:23,FRA,20-34,53,Male,129
164,NEIL ROSENBAUM,2280,13:48:59,GBR,40-44,20,Male,130
165,JAROSLAV HNATKO,2142,13:49:29,SVK,40-44,21,Male,131
166,HUGO VANHOVE,2263,13:49:45,FRA,20-34,54,Male,132
167,MATT MONTGOMERIE,2275,13:49:53,NZL,20-34,55,Male,133
168,FABRICE GORON,2179,13:51:29,FRA,45-49,8,Male,134
169,JEAN KERHOAS,3087,13:51:31,FRA,20-34,56,Male,135
170,JONATHON WRIGHT,2162,13:53:58,NZL,35-39,39,Male,136
171,THOMAS MCBEAN,2217,13:54:10,AUS,20-34,57,Male,137
172,BEN ANDERSON,2847,13:54:14,AUS,20-34,58,Male,138
173,THOMAS HARTONO,2912,13:56:22,NZL,20-34,59,Male,139
174,VANESSA ALDOUS,2200,13:57:53,AUS,50-54,3,Female,35
175,SIMON BARKER,2216,13:58:44,NZL,45-49,9,Male,140
176,STEVEN GILBERT,2213,14:00:58,NZL,35-39,40,Male,141
177,BRAD HAYES,2259,14:05:26,NZL,60-64,3,Male,142
178,CHRISTIAN HOCH,2357,14:06:38,,40-44,22,Male,143
179,AGGIE LEE,2087,14:06:54,CHN,45-49,5,Female,36
180,THIERRY NORDERA,2158,14:08:21,FRA,60-64,4,Male,144
181,KYLE ROSS,2975,14:09:05,NZL,20-34,60,Male,145
182,JENNY MORRIS,2153,14:09:21,AUS,55-59,1,Female,37
183,HAYDEN MCMAHON,3049,14:10:24,NZL,20-34,61,Male,146
184,MARY DRENTH,2763,14:10:57,NZL,20-34,14,Female,38
185,TIMOTHY LEWIS,2952,14:11:15,AUS,20-34,62,Male,147
186,SAM THOMAS,2167,14:11:50,AUS,40-44,23,Male,148
187,DAVID RIDGE,2334,14:13:46,NZL,55-59,3,Male,149
188,PAULA BISHOP,2208,14:17:56,NZL,40-44,6,Female,39
189,IGNAS BERENIS,2180,14:25:04,,35-39,41,Male,150
190,BOURGES CHRISTOPHER,2335,14:25:11,FRA,40-44,24,Male,151
191,JASON AGOSTINO,3013,14:27:14,AUS,40-44,25,Male,152
192,AMANDA PAYNE,2175,14:28:07,NZL,40-44,7,Female,40
193,LAUREN GAME,2766,14:29:26,AUS,20-34,15,Female,41
194,PADDY KELLOW,2958,14:31:49,NZL,20-34,63,Male,153
195,JOSIAH WHENUAROA,3030,14:32:02,NZL,20-34,64,Male,154
196,TIM GRAMMER,2127,14:33:49,NZL,55-59,4,Male,155
197,JOHN PAPESCH,2288,14:34:34,NZL,45-49,10,Male,156
198,AIMI RICKETTS,2137,14:35:49,AUS,40-44,8,Female,42
199,JEMOTT MOHAN,3028,14:36:40,AUS,20-34,65,Male,157
200,ROB MARTIN,2281,14:38:22,AUS,55-59,5,Male,158
201,ADAM WAITES,2933,14:39:09,AUS,50-54,9,Male,159
202,JENNIFER HANCOCK,2219,14:39:26,NZL,40-44,9,Female,43
203,TONY EVANS,2855,14:39:55,NZL,40-44,26,Male,160
204,DANIEL KELLY,2248,14:40:02,AUS,40-44,27,Male,161
205,JAMIE SIMMONS,2985,14:41:00,NZL,20-34,66,Male,162
206,ENRICO MACCARI,2290,14:44:11,ITA,50-54,10,Male,163
207,NICOLAS BRAHIM,2188,14:46:10,ARG,20-34,67,Male,164
208,DANIELLE KLINGBERG,2297,14:46:49,AUS,20-34,16,Female,44
209,JENNIFER BRAMANN,2203,14:48:39,AUS,45-49,6,Female,45
210,ANTONIO DE SOUZA,2913,14:49:10,NZL,20-34,68,Male,165
211,THEO PAUL,2928,14:51:47,NZL,20-34,69,Male,166
212,MATT NICHOLLS,2861,14:51:56,NZL,35-39,42,Male,167
213,SALLY FITZGERALD,2166,14:52:07,NZL,40-44,10,Female,46
214,JONATHAN ACOSTA,2337,14:52:17,AUS,50-54,11,Male,168
215,PAUL CLOSE,2407,14:54:12,NZL,50-54,12,Male,169
216,BLAIR CORNTHWAITE,2540,14:54:33,NZL,50-54,13,Male,170
217,HENRY CHEN,2232,14:54:38,AUS,20-34,70,Male,171
218,SEAN BRENNAN,2198,14:55:17,NZL,20-34,71,Male,172
219,MAX WATSON,2986,14:55:48,NZL,20-34,72,Male,173
220,REBEKAH PARSONS,2189,14:56:24,NZL,20-34,17,Female,47
221,LUKE KELLY,2230,14:59:35,NZL,35-39,43,Male,174
222,TYLER ADKINS,3080,14:59:43,USA,20-34,73,Male,175
223,MATTHEW MOOREHEAD,2133,15:00:32,NZL,45-49,11,Male,176
224,TOM WILFORD,2239,15:01:31,,45-49,12,Male,177
225,MATTHEW COOPER,3026,15:01:37,NZL,50-54,14,Male,178
226,ASA COWELL,2187,15:04:12,AUS,50-54,15,Male,179
227,SHEENA APPLEYARD,2194,15:04:14,AUS,50-54,4,Female,48
228,MICHAEL DAWKINS,2936,15:04:34,NZL,50-54,16,Male,180
229,JACOB VERSTRATEN,2279,15:07:51,NZL,20-34,74,Male,181
230,AINE CONWAY,2268,15:08:31,IRL,20-34,18,Female,49
231,KATE LEWIS,2171,15:09:20,GBR,40-44,11,Female,50
232,TRUDI KAROS,2116,15:11:10,AUS,50-54,5,Female,51
233,KEIL ANDERSON,2269,15:11:49,USA,40-44,28,Male,182
234,CHANTAL COTE,2751,15:12:03,CAN,20-34,19,Female,52
235,ROBERTS SUDMALIS,2140,15:12:50,,20-34,75,Male,183
236,XINWEI QIAN,2982,15:14:20,AUS,40-44,29,Male,184
237,AARON ZHAO,2404,15:14:55,NZL,40-44,30,Male,185
238,SIMON AIKEN,2369,15:15:25,NZL,40-44,31,Male,186
239,MARK MURAKAMI,2973,15:15:44,USA,45-49,13,Male,187
240,SARA MORROW,2769,15:15:44,USA,20-34,20,Female,53
241,LINDA STANBOROUGH,2085,15:16:05,AUS,45-49,7,Female,54
242,SAM PIETRA,2846,15:16:31,NZL,20-34,76,Male,188
243,SONYA KING,2172,15:16:37,NZL,20-34,21,Female,55
244,SANKALP SHIVA,2161,15:17:00,IND,40-44,32,Male,189
245,JONATHAN GRAHAM,2184,15:17:17,NZL,45-49,14,Male,190
246,PHILIP TEAKLE,2144,15:17:37,AUS,55-59,6,Male,191
247,HAMISH MCDONNELL,2905,15:17:57,NZL,35-39,44,Male,192
248,LAURA GIRVAN WEST,2235,15:18:10,NZL,35-39,11,Female,56
249,JACKSON BURTON,3050,15:19:14,AUS,20-34,77,Male,193
250,PHIL BEGG,2884,15:19:15,NZL,45-49,15,Male,194
251,YANNICK GUITARD,2238,15:19:21,FRA,50-54,17,Male,195
252,TOM IGUSA,3089,15:20:47,NZL,45-49,16,Male,196
253,BRENDAN LEWIS,2422,15:24:25,AUS,40-44,33,Male,197
254,RICHARD COOK,2094,15:25:04,NZL,45-49,17,Male,198
255,SANGKYU LEE,2944,15:25:12,KOR,20-34,78,Male,199
256,STEPHANE GALLI,2353,15:26:20,FRA,55-59,7,Male,200
257,TEINA HULLENA,3170,15:28:51,NZL,35-39,45,Male,201
258,NICK ROBERTS,2282,15:30:34,IRL,45-49,18,Male,202
259,LEILA NICHOLSON,2148,15:30:47,NZL,35-39,12,Female,57
260,TRISH OWEN,2182,15:31:09,AUS,50-54,6,Female,58
261,PAUL NICHOLSON,2298,15:34:22,NZL,45-49,19,Male,203
262,REELICK REELICK,3233,15:35:09,NZL,20-34,79,Male,204
263,NIELS CHLUPKA,2859,15:35:53,NZL,40-44,34,Male,205
264,CHRIS MURPHY,2927,15:37:54,AUS,35-39,46,Male,206
265,VALERY CROS,2996,15:38:14,FRA,55-59,8,Male,207
266,CONRAD LANGRIDGE,2277,15:38:25,NZL,50-54,18,Male,208
267,MARC MCKENZIE,3299,15:38:31,NZL,55-59,9,Male,209
268,KYLIE BIGENI,2151,15:39:23,AUS,40-44,12,Female,59
269,TRACY FEINER,2099,15:39:27,AUS,45-49,8,Female,60
270,ZDRAVKO CVETANOSKI,2326,15:40:00,AUS,35-39,47,Male,210
271,BLAIR MCKINNON,3047,15:41:12,NZL,35-39,48,Male,211
272,JORDAN SYME,3167,15:43:13,NZL,20-34,80,Male,212
273,ALAN WHEAT,2097,15:44:51,AUS,55-59,10,Male,213
274,MATTHEW JOHNSTON,2345,15:45:46,AUS,50-54,19,Male,214
275,LAURA CARRIER,2767,15:46:44,AUS,35-39,13,Female,61
276,KEIRA GAYNOR,3164,15:48:17,AUS,20-34,22,Female,62
277,GEORGE HICKMOTT,3037,15:48:21,NZL,35-39,49,Male,215
278,GARRETT HOFFMAN,2346,15:48:58,NZL,45-49,20,Male,216
279,RACHEL MCVITTIE,2258,15:49:18,GBR,20-34,23,Female,63
280,ALEX GUNSON,3042,15:52:12,NZL,20-34,81,Male,217
281,ZACH STELWAGON,2915,15:52:52,USA,20-34,82,Male,218
282,GERALYN HALL,2360,15:53:24,USA,40-44,13,Female,64
283,MARIO OZICH,3168,15:53:27,NZL,35-39,50,Male,219
284,RICCARDO ORDANINI,2076,15:53:40,ITA,20-34,83,Male,220
285,CAMERON BURNETT,3229,15:54:19,GBR,20-34,84,Male,221
286,HENRY DUNNE,2325,15:54:48,NZL,45-49,21,Male,222
287,GLEN MARTIN,3350,15:55:16,NZL,45-49,22,Male,223
288,ANDREW SCOTT,2512,15:55:47,NZL,50-54,20,Male,224
289,GREGORY MEEHAN,2229,15:57:04,GBR,40-44,35,Male,225
290,PER KEMPE,2289,15:57:10,NZL,50-54,21,Male,226
291,ELLE MELODY,2786,15:57:13,NZL,35-39,14,Female,65
292,THOMAS DEIGHTON,2888,15:58:03,NZL,35-39,51,Male,227
293,PETER NEL,2947,15:59:57,AUS,55-59,11,Male,228
294,PHILLIP WATERS,2970,16:00:45,NZL,40-44,36,Male,229
295,BRODY CLARKE,3162,16:00:56,AUS,40-44,37,Male,230
296,PATRICK BAIN,2881,16:01:26,NZL,35-39,52,Male,231
297,IAN RIDOUTT,2132,16:02:25,AUS,65-69,1,Male,232
298,STEPHANIE IRVING,2293,16:02:30,USA,60-64,1,Female,66
299,DNAL MCGOLDRICK,2070,16:02:45,IRL,35-39,53,Male,233
300,AOIFE BROAD,2159,16:04:04,NZL,20-34,24,Female,67
301,BEN JAMES,2152,16:05:52,AUS,20-34,85,Male,234
302,RICHARD TUMALIUAN,2311,16:06:03,NZL,45-49,23,Male,235
303,FAY BUNCE,2434,16:06:17,GBR,35-39,15,Female,68
304,DOM HAY,2951,16:10:26,NZL,55-59,12,Male,236
305,DYLAN HAMILL,2400,16:12:03,IRL,20-34,86,Male,237
306,LEE GRIFFITHS,2871,16:12:05,NZL,35-39,54,Male,238
307,JIANXI CAO,2519,16:12:28,AUS,45-49,24,Male,239
308,BRIDGET BOND,2470,16:12:31,NZL,45-49,9,Female,69
309,STEPHEN MAIR,2150,16:12:55,NZL,60-64,5,Male,240
310,STEPHEN GORE,2210,16:14:23,AUS,45-49,25,Male,241
311,KELSEY SUBRITZKY,3154,16:15:19,NZL,35-39,16,Female,70
312,PAUL STEVENSON,2164,16:15:33,AUS,45-49,26,Male,242
313,CAROLINE DUBREUCQ,2800,16:19:24,FRA,45-49,10,Female,71
314,AMANDA JOHNSTONE,2341,16:19:53,NZL,45-49,11,Female,72
315,KATIE HUNTER,2755,16:20:09,AUS,20-34,25,Female,73
316,ROB CAMPBELL,2249,16:21:09,GBR,35-39,55,Male,243
317,ROD MINETTI,2316,16:21:23,AUS,55-59,13,Male,244
318,ASHLEE SMITH,2191,16:22:18,AUS,20-34,26,Female,74
319,YANLI LIU,2170,16:23:17,CHN,20-34,87,Male,245
320,BRENN LOCKHART-MEANEY,2885,16:23:19,AUS,20-34,88,Male,246
321,DESMOND FRAHER,2455,16:25:55,NZL,50-54,22,Male,247
322,DAVE HART,2278,16:28:45,NZL,50-54,23,Male,248
323,TIM BLOWER,2431,16:28:55,NZL,45-49,27,Male,249
324,KEVIN TIDDY,2121,16:29:39,NZL,20-34,89,Male,250
325,GEUNJOO PARK,2396,16:29:39,KOR,40-44,38,Male,251
326,STEPHEN FISHER,2414,16:30:45,NZL,55-59,14,Male,252
327,RYAN LAMBERT,2343,16:31:38,NZL,40-44,39,Male,253
328,JESSE HULSIZER,2892,16:33:19,USA,50-54,24,Male,254
329,SBASTIEN BRUYRE,2330,16:33:40,FRA,50-54,25,Male,255
330,KALLAN RESNICK,3326,16:35:05,USA,45-49,28,Male,256
331,ADAM PLIMMER,2376,16:35:26,GBR,55-59,15,Male,257
332,AARON GRAHAM,2921,16:37:03,NZL,35-39,56,Male,258
333,ELENA BEZGUZIKOVA,2110,16:37:39,AUS,40-44,14,Female,75
334,CHEE WENG LAM,2423,16:37:55,,20-34,90,Male,259
335,GUILLAUME LALEURE,2274,16:38:26,FRA,40-44,40,Male,260
336,DOUGAL HAMILTON,2292,16:40:30,NZL,45-49,29,Male,261
337,MICHAEL WEST,2934,16:41:05,NZL,40-44,41,Male,262
338,MORGANE GENDRON,2234,16:41:39,FRA,20-34,27,Female,76
339,FREYA MILLER,2797,16:42:28,AUS,20-34,28,Female,77
340,ALEX HASSELMAN-BLACK,2977,16:42:31,NZL,20-34,91,Male,263
341,MATHILDE LEBRUN,2772,16:42:46,FRA,20-34,29,Female,78
342,PERA GIBBS,2849,16:43:00,NZL,35-39,57,Male,264
343,JUDD DAVIES,2351,16:43:23,AUS,50-54,26,Male,265
344,BRIAN STEFFENSEN,2963,16:44:16,NZL,35-39,58,Male,266
345,YUTA HIRAMATSU,3072,16:45:41,AUS,40-44,42,Male,267
346,PAUL COWIE,3034,16:46:43,NZL,40-44,43,Male,268
347,LEAH O'NEILL,2783,16:47:03,NZL,45-49,12,Female,79
348,ADAM LAITITI,2981,16:47:37,NZL,35-39,59,Male,269
349,JIRI SCHLEMMER,2228,16:49:59,NZL,40-44,44,Male,270
350,LOGAN AKERS,3151,16:52:23,NZL,55-59,16,Male,271
351,FELLMANN SBASTIEN,2443,16:52:29,FRA,45-49,30,Male,272
352,BRENDAN LUDBROOK,2197,16:53:26,AUS,20-34,92,Male,273
353,ANDREW BALDI,2417,16:53:37,AUS,40-44,45,Male,274
354,THOMAS TRASK,3012,16:54:15,NZL,20-34,93,Male,275
355,POTJANEE MINGSAMDAENG,2394,16:54:59,,45-49,13,Female,80
356,DAVID SEMPLE,2426,16:56:10,NZL,50-54,27,Male,276
357,THOMAS BROUWER,2355,16:57:45,,20-34,94,Male,277
358,BRUNO VINON,2870,16:57:54,FRA,50-54,28,Male,278
359,LIV SPASOVSKI,2756,16:58:42,AUS,45-49,14,Female,81
360,ERNEST CABALLERO,2517,17:00:04,NZL,40-44,46,Male,279
361,LUDOVIC FANTINO,2910,17:01:42,FRA,50-54,29,Male,280
362,AMELIE PELLERIN,2201,17:02:37,FRA,45-49,15,Female,82
363,BENJAMAS CHOTEMATEEPIROM,2073,17:04:44,,45-49,16,Female,83
364,JORDAN JOHNSTON,3006,17:04:46,AUS,20-34,95,Male,281
365,MITCHELL HUMBERT,2867,17:04:50,AUS,20-34,96,Male,282
366,HARRIET JONES,2196,17:04:58,GBR,20-34,30,Female,84
367,CRAIG ENDRES,2498,17:05:09,NZL,55-59,17,Male,283
368,ILA DANIELS,2163,17:05:14,NZL,45-49,17,Female,85
369,STEPHANIE BARKER,2310,17:05:36,NZL,40-44,15,Female,86
370,BRODIE SCHELL,2938,17:08:02,AUS,20-34,97,Male,284
371,HENRY BIGNELL,2526,17:08:26,GBR,20-34,98,Male,285
372,TETIANA KUKLINSKA,3343,17:09:10,UKR,40-44,16,Female,87
373,ANDREW MARSHALL,3157,17:09:35,AUS,50-54,30,Male,286
374,SUMMER COPELAND,2305,17:11:51,AUS,20-34,31,Female,88
375,HAMISH KERR,2581,17:12:08,NZL,50-54,31,Male,287
376,CHRISTINA PETRAKOS,2209,17:12:23,AUS,45-49,18,Female,89
