Position,Name,Time,Category,Category Position
39th,Kylie Hotham,1:54:18.37,F 40-44,3rd
40th,John Dixon,1:54:41.65,M 70-74,1st
41st,Con Williams,1:55:02.21,M 35-39,6th
42nd,Luke Bunn,1:55:03.58,M 19-34,12th
43rd,Gwylym Hamilton,1:55:30.17,M 19-34,13th
44th,Miguel Angel Blanco,1:55:38.85,M 19-34,14th
45th,Esther Alonso,1:55:38.96,F 19-34,1st
46th,Chris Miller,1:56:01.33,M 19-34,15th
47th,Bryan Ousey,1:56:13.62,M 35-39,7th
48th,Michelle Cobeldick,1:56:20.06,F 19-34,2nd
49th,Fiona Stokes,1:56:57.64,F 40-44,4th
50th,Kerry Priest,1:57:13.65,F 19-34,3rd
51st,Emma Bradley,1:57:24.76,F 19-34,4th
52nd,Kate Watson,1:57:30.77,F 19-34,5th
53rd,Mark Hussey,1:57:33.04,M 55-59,4th
54th,Brent Hussey,1:58:53.13,M 50-54,2nd
55th,Jovita Stellmacher,1:59:02.58,F 19-34,6th
56th,Rene Greyling,1:59:17.15,F 40-44,5th
57th,Rebecca Riepen,1:59:45.60,F 19-34,7th
58th,Simon Watson,1:59:57.83,M 19-34,16th
59th,Anna Francis,2:00:00.55,F 19-34,8th
60th,Natasja Beuck,2:00:24.55,F 45-49,3rd
61st,Gareth Thomas,2:00:36.16,M 45-49,9th
62nd,Anaru Meads,2:00:57.49,M 40-44,5th
63rd,Catherine Bowness,2:01:47.70,F 19-34,9th
64th,Alan Harrison,2:01:48.00,M 55-59,5th
65th,Kaye Clow,2:02:06.49,F 45-49,4th
66th,David Chard,2:02:11.14,M 55-59,6th
67th,Jimmy Joy,2:02:35.97,M 55-59,7th
68th,Brad Pearson,2:02:53.07,M 35-39,8th
69th,Bill Armstrong,2:02:59.93,M 55-59,8th
70th,Jess Knudsen,2:03:06.02,F 19-34,10th
71st,Alex Kalin,2:03:06.02,F 19-34,11th
72nd,Shaun Tucker,2:04:22.50,M 45-49,10th
73rd,Nicola Gill,2:05:38.32,F 40-44,6th
74th,Kevin Street,2:07:10.16,M 70-74,2nd
75th,Bex Carr,2:07:45.23,F 40-44,7th
76th,Carolyn Esen,2:08:14.03,F 45-49,5th
77th,Laura Margetts,2:08:44.12,F 19-34,12th
78th,Gabe Iro,2:09:03.74,M 19-34,17th
79th,Richard Maxwell,2:12:31.37,M 70-74,3rd
80th,Mavis Maxwell,2:12:41.70,F 65-69,1st
81st,Serrie Kortlever,2:14:33.57,M 45-49,11th
82nd,Sally Ogle,2:14:59.42,F 35-39,1st
83rd,Kristina Richards,2:15:35.98,F 19-34,13th
84th,Nicola Grayson,2:15:36.85,F 35-39,2nd
85th,Regan Kendrick,2:16:06.36,M 40-44,6th
86th,Roger Childs,2:16:13.51,M 75-99,1st
87th,Daniel O'Sullivan,2:18:52.78,M 19-34,18th
88th,Louis Metson,2:19:21.62,M 19-34,19th
89th,Diane Baldwin,2:19:51.29,F 50-54,1st
90th,Nickee Kelly,2:20:03.76,F 45-49,6th
91st,Eli Mundheim,2:21:24.33,F 50-54,2nd
92nd,James Anderson,2:22:13.23,M 19-34,20th
93rd,Reggie Fox,2:22:13.25,M 35-39,9th
94th,Volker Schroeter,2:23:54.37,M 65-69,1st
95th,Justine Alexander,2:25:07.26,F 45-49,7th
96th,Paula Lawrence,2:25:07.96,F 40-44,8th
97th,Dylan James,2:25:35.53,M 35-39,10th
98th,Susana Scott-Te Tau,2:26:02.58,F 35-39,3rd
99th,Rebecca Davidson,2:26:18.54,F 19-34,14th
100th,Julie Ryan,2:26:24.54,F 55-59,1st
101st,Toby Kendrick,2:26:58.72,M 19-34,21st
102nd,Sanna Karlsson,2:27:30.46,F 19-34,15th
103rd,Joanne Gillion,2:28:24.83,F 50-54,3rd
104th,Maryann Walsh,2:29:50.61,F 50-54,4th
105th,Jenna Rowe,2:30:25.69,F 19-34,16th
106th,Lucy Walker,2:31:02.25,F 19-34,17th
107th,Keiran Boniface,2:31:02.47,M 19-34,22nd
108th,Michelle De La Rey,2:32:42.22,F 50-54,5th
109th,Maryke Kemp,2:37:47.36,F 19-34,18th
110th,Patsy Scully,2:39:18.58,F 60-64,2nd
111th,Thomas Scully,2:39:19.06,M 19-34,23rd
112th,Gayna McKinlay,2:40:20.75,F 35-39,4th
113th,Anne Fife,2:41:22.49,F 45-49,8th
114th,Evie Feierabend,2:44:37.04,F 19-34,19th
115th,Abinaya Jayanthi,2:51:31.44,F 19-34,20th
116th,Michelle Donovan,2:55:30.11,F 45-49,9th
117th,Sam Jury,3:10:38.87,F 16-18,1st
118th,Tony Jury,3:10:40.93,M 55-59,9th
119th,Barry Hosking,3:12:49.25,M 75-99,2nd
120th,Margie Dennehy,3:18:26.96,F 60-64,3rd
