Position,Name,Time,Category,Category Position
63rd,Letitia Rippey,1:06:31.31,F 19-34,17th
64th,Emily Hilton,1:06:31.83,F 19-34,18th
65th,Aran Jian,1:07:52.86,M 19-34,13th
66th,Jodi White,1:08:07.00,F 40-44,2nd
67th,Robert Bakker,1:08:44.58,M 55-59,6th
68th,Ben Morris,1:08:46.22,M 35-39,4th
69th,Connor Piercy,1:10:21.06,M 19-34,14th
70th,Mahia Winterburn,1:10:27.77,M 19-34,15th
71st,Kurt Calver,1:11:10.19,M 19-34,16th
72nd,Amanda De Hoop,1:11:21.95,F 19-34,19th
73rd,Findlay-James Piercy,1:11:28.55,M 19-34,17th
74th,Sarah Bennetts,1:11:30.00,F 35-39,4th
75th,Lisa Frew,1:11:37.43,F 19-34,20th
76th,Leonard Harris,1:11:41.62,M 55-59,7th
77th,John White,1:11:53.80,M 70-74,2nd
78th,Nathan Frost,1:13:22.22,M 35-39,5th
79th,Sera Gregory,1:13:22.45,F 19-34,21st
80th,Richardm Maxwell,1:13:33.67,F 70-74,1st
81st,Dane Canton,1:14:54.32,M 19-34,18th
82nd,Corey Waite,1:15:25.06,M 19-34,19th
83rd,Ange Thompson,1:15:25.26,F 35-39,5th
84th,Rohan Kui,1:15:25.46,M 40-44,2nd
85th,Peter MacDonald,1:15:53.68,M 45-49,4th
86th,Pamela Clough,1:16:57.54,F 19-34,22nd
87th,Mark Blignaut,1:17:26.01,M 55-59,8th
88th,Cushla Leatherby,1:19:34.23,F 40-44,3rd
89th,Jacquie Wootton,1:19:41.82,F 19-34,23rd
90th,Jason Malcolm,1:20:04.35,M 45-49,5th
91st,Justin Duckworth,1:20:04.56,M 50-54,3rd
92nd,Sharon Wilkinson,1:20:28.85,F 55-59,3rd
93rd,Anastacia Edwards,1:21:16.50,F 65-69,2nd
94th,Amorangi Rayner,1:22:15.23,F 12-18,1st
95th,Abby Kingi,1:25:01.08,F 19-34,24th
96th,Vicki Hodds,1:25:44.89,F 45-49,3rd
97th,Shelley MacDonell,1:25:49.03,F 35-39,6th
98th,Anne-Marie Hunt,1:26:33.85,F 65-69,3rd
99th,Talia Tukiwaho,1:27:22.07,F 19-34,25th
100th,Erica Voss,1:34:53.66,F 35-39,7th
101st,Lucretia Stitt,1:36:04.47,F 70-74,2nd
102nd,Cassy-Anne Edwards,1:38:33.95,F 19-34,26th
103rd,Johanna Verhoek,1:40:05.48,F 19-34,27th
