Position,Name,Time,Category,Category Position
39th,Andrew Kitson,56:33.60,M 35-39,3rd
40th,Bruce Harding,56:35.13,M 55-59,4th
41st,Owen Svensson,56:48.48,M 40-44,3rd
42nd,Peter Griffin,57:06.03,M 65-69,1st
43rd,Nikki Hubbard,57:08.31,F 35-39,3rd
44th,Fraser Lim,57:26.75,M 19-34,8th
45th,Marek Tomecki,57:31.54,M 45-49,4th
46th,Ben Deadman,57:39.19,M 19-34,9th
47th,Josie Madams,57:39.34,F 19-34,8th
48th,Maggie O'connor,57:42.93,F 19-34,9th
49th,Larry Paing,58:27.19,M 19-34,10th
50th,Grant Penwarden,58:50.78,M 50-54,5th
51st,Anton Horton,59:51.59,M 19-34,11th
52nd,Reagan Broderson,1:00:03.98,M 10-18,7th
53rd,Matt Loader,1:00:27.03,M 40-44,4th
54th,Kurt Simpson,1:00:29.83,M 35-39,4th
55th,Samuel Whitwell,1:00:37.44,M 19-34,12th
56th,Susan Bannister,1:00:42.72,F 45-49,1st
57th,Bernadette Brokenshire,1:00:43.36,F 55-59,1st
58th,John Ransom,1:01:25.61,M 70-74,1st
59th,Candice Bates,1:01:55.87,F 35-39,4th
60th,Amanda Murray,1:01:56.09,F 35-39,5th
61st,Stacey Thomsen,1:01:56.97,F 40-44,1st
62nd,Matthew Schipper,1:01:58.05,M 60-64,1st
63rd,Chantal Reinhold,1:01:59.42,F 19-34,10th
64th,Erin Taylor,1:02:03.79,F 35-39,6th
65th,Carl Bates,1:02:12.12,M 40-44,5th
66th,Toby Craig,1:02:18.44,M 10-18,8th
67th,Antonia Harding,1:02:20.12,F 10-18,1st
68th,Marieke Whitwell,1:03:05.90,F 50-54,3rd
69th,Fionnghuala Lynch,1:03:25.17,F 19-34,11th
70th,Nate Thompson,1:03:33.31,M 10-18,9th
71st,Rebecca Osborn,1:03:48.75,F 35-39,7th
72nd,Elise Broderson,1:04:00.20,F 10-18,2nd
73rd,Ben Dixon,1:04:03.08,M 19-34,13th
74th,Paul Goldsworthy,1:04:06.84,M 19-34,14th
75th,Brylee Noble,1:04:16.10,F 19-34,12th
76th,Alice Hyland,1:04:16.33,F 19-34,13th
77th,Kelly George,1:05:13.95,F 19-34,14th
78th,Jorja Rosser,1:05:16.26,F 19-34,15th
79th,Justin Gray,1:05:24.51,M 45-49,5th
80th,Kris Liang,1:05:28.90,M 19-34,15th
81st,Anna Wurtz Mathiasen,1:06:03.20,F 19-34,16th
82nd,Ethan Ng,1:06:32.55,M 10-18,10th
83rd,Kai Ng,1:06:34.26,M 45-49,6th
84th,Erin Tan,1:06:40.74,F 45-49,2nd
85th,William Osborne,1:08:06.76,M 35-39,5th
86th,Jade Kingi,1:08:06.91,F 19-34,17th
87th,Conor Franklin,1:08:34.18,M 19-34,16th
88th,Christene Brown,1:09:01.57,F 60-64,1st
89th,Sheona MacAulay,1:09:02.89,F 19-34,18th
90th,Dane Canton,1:09:14.00,M 19-34,17th
91st,Jenny Goodgame,1:10:22.43,F 50-54,4th
92nd,Larissa Blackler,1:10:31.36,F 19-34,19th
93rd,Dan Shenton,1:10:42.53,M 40-44,6th
94th,Emma Collins,1:11:16.14,F 19-34,20th
95th,Alana Rodie,1:11:31.35,F 19-34,21st
96th,Susan Sly,1:12:06.91,F 55-59,2nd
97th,Patrice Everett-Hood,1:12:12.04,F 19-34,22nd
98th,Patricia Foley,1:12:36.16,F 10-18,3rd
99th,Elaine Yelland,1:13:25.62,F 55-59,3rd
100th,Edylwise Fernandez,1:13:31.60,F 19-34,23rd
101st,Danielle Grant,1:13:47.86,F 40-44,2nd
102nd,Cass Alexander,1:13:57.48,F 40-44,3rd
103rd,Rebecca Broderson,1:14:37.94,F 40-44,4th
104th,Alina Taschner,1:14:38.65,F 19-34,24th
105th,Shondel MacKie,1:15:15.37,F 35-39,8th
106th,Olivia Walker,1:15:41.00,F 10-18,4th
107th,Tessa Lochead,1:16:00.29,F 19-34,25th
108th,Lyz Cumming,1:16:00.30,F 19-34,26th
109th,Debra Lynch,1:16:33.37,F 55-59,4th
110th,Jenny Matheson,1:16:35.46,F 40-44,5th
111th,Tj Ariu,1:16:38.59,M 19-34,18th
112th,Charlotte Spence,1:16:42.17,F 19-34,27th
113th,Karis Spurway,1:16:44.73,F 19-34,28th
114th,Shae Edlin,1:16:49.72,F 40-44,6th
115th,Kezia Spence,1:17:04.82,F 19-34,29th
116th,Yvonne Hogan,1:17:59.70,F 55-59,5th
117th,Kirsty Winchcombe,1:18:07.06,F 35-39,9th
118th,Elise Wilson,1:18:14.39,F 10-18,5th
119th,Georgia Read,1:18:48.89,F 19-34,30th
120th,Siobhan Wooding,1:19:31.76,F 19-34,31st
121st,Heather MacMillan,1:20:09.61,F 55-59,6th
122nd,David Morrell,1:20:27.46,M 75-99,1st
123rd,Jane Bray,1:20:47.87,F 60-64,2nd
124th,Samantha Copestake,1:21:29.02,F 19-34,32nd
125th,Jeanine Johnson,1:21:47.75,F 50-54,5th
126th,Jeanie Mabey,1:21:58.30,F 19-34,33rd
127th,Jenni Snowdon,1:22:13.79,F 55-59,7th
128th,Lainey Phillips,1:22:23.36,F 19-34,34th
129th,John White,1:22:38.16,M 70-74,2nd
130th,Phil Walker,1:22:39.15,M 55-59,5th
131st,Michelle Furber,1:23:24.32,F 55-59,8th
132nd,Kathryn Stewart,1:23:24.41,F 40-44,7th
133rd,Abby Chaffin,1:24:20.46,F 19-34,35th
134th,Vicki Reed,1:25:29.85,F 50-54,6th
135th,Sharon Rawlinson,1:26:02.30,F 55-59,9th
136th,Barbara Kelly,1:26:16.67,F 50-54,7th
137th,Vicki MacMillan,1:26:16.71,F 60-64,3rd
138th,Fatima Llaguno,1:26:37.25,F 35-39,10th
139th,Amber Benton,1:28:09.92,F 19-34,36th
140th,Belinda Borst,1:28:51.31,F 50-54,8th
141st,Marj Green,1:32:53.68,F 70-74,1st
142nd,Alicia Simmons,1:34:45.07,F 40-44,8th
143rd,Geoff Lovell,1:34:45.36,M 50-54,6th
144th,John Nixon,1:35:47.32,M 70-74,3rd
145th,Toni Watson,1:37:15.07,F 19-34,37th
146th,Kyla Sherriff,1:37:15.60,F 19-34,38th
147th,Damien Gardiner,1:37:47.44,M 35-39,6th
148th,Amanda Davey,1:50:43.92,F 60-64,4th
149th,Carl Smith,1:51:21.88,M 45-49,7th
150th,Chelcie Kite,1:53:18.69,F 19-34,39th
151st,Michele Lutton,1:53:19.25,F 65-69,1st
