Position,Name,Time,Category,Category Position
82nd,Owen Lenihan,1:56:24.87,M 60-64,3rd
83rd,Kevin Demchy,1:56:29.02,M 40-44,9th
84th,Nigel Borst,1:57:01.49,M 55-59,5th
85th,Stephen Lunn,1:57:03.17,M 45-49,5th
86th,Alison Beath,1:58:03.92,F 40-44,2nd
87th,Lesley Graham,1:58:05.83,F 60-64,2nd
88th,Ian Porten,1:58:44.96,M 55-59,6th
89th,Adrian Kirk,1:58:57.42,M 60-64,4th
90th,Oliver Skilton,2:00:00.60,M 40-44,10th
91st,Gerrie Greyling,2:00:12.90,M 45-49,6th
92nd,Stephanie Whitfield,2:00:30.04,F 35-39,5th
93rd,Warrick Joe,2:00:31.27,M 50-54,6th
94th,Kate Mallett,2:00:32.04,F 19-34,10th
95th,Jai Stephens,2:00:45.87,M 19-34,26th
96th,Brad Bryant,2:00:54.69,M 19-34,27th
97th,Stu Crafts,2:01:10.25,M 55-59,7th
98th,Juan Van Der Linde,2:01:14.82,M 35-39,17th
99th,Leeann Lock,2:01:23.68,F 55-59,1st
100th,Andrew Connochie,2:01:34.53,M 45-49,7th
101st,Lani Evans,2:01:36.20,F 40-44,3rd
102nd,Chris Parrant,2:01:55.09,M 19-34,28th
103rd,Bea Douglas,2:03:05.64,F 10-18,1st
104th,Aidan Neal,2:03:17.44,M 19-34,29th
105th,Brent Haami,2:03:59.99,M 55-59,8th
106th,Jonathan Findon,2:04:35.48,M 45-49,8th
107th,Shaun Evans,2:04:53.28,M 19-34,30th
108th,Vince Devane,2:05:18.81,M 45-49,9th
109th,Barry Wellington,2:05:54.10,M 19-34,31st
110th,Rae Bishop,2:05:54.79,F 40-44,4th
111th,Jason Williams,2:06:43.45,M 40-44,11th
112th,Shannen Cummins,2:06:59.91,F 19-34,11th
113th,Peter Coombs,2:07:12.43,M 45-49,10th
114th,Jessica Hatfull,2:07:14.89,F 40-44,5th
115th,Emma Verhoek,2:07:41.48,F 35-39,6th
116th,Allanah Radich,2:08:11.32,F 35-39,7th
117th,Caroline Black,2:08:18.02,F 45-49,2nd
118th,Matt Bouzaid,2:08:38.03,M 19-34,32nd
119th,Clare Fok,2:08:38.24,F 19-34,12th
120th,Norman Chu,2:08:53.11,M 65-69,1st
121st,Heather Knox,2:08:54.50,F 45-49,3rd
122nd,Chris Gedye,2:10:18.21,M 50-54,7th
123rd,Laura Gedye,2:10:19.23,F 19-34,13th
124th,Brenda Thompson,2:11:23.54,F 50-54,1st
125th,Nichola Westbury,2:11:23.68,F 45-49,4th
126th,Jordan Chatfield,2:11:30.25,M 19-34,33rd
127th,David Collow,2:12:47.12,M 55-59,9th
128th,René Greyling,2:13:04.10,F 45-49,5th
129th,Jessica Abelen,2:13:06.00,F 19-34,14th
130th,Dan Wheeler,2:13:06.46,M 45-49,11th
131st,Halie Green,2:13:11.56,F 19-34,15th
132nd,Tim Smith,2:13:22.74,M 40-44,12th
133rd,Rhys Jacob,2:13:25.26,M 19-34,34th
134th,Hannah Stewart,2:14:06.70,F 19-34,16th
135th,Sophia Jasinski,2:14:06.80,F 19-34,17th
136th,Haedyn Jenkinson,2:14:23.59,M 19-34,35th
137th,Judith Stinson,2:14:49.37,F 50-54,2nd
138th,Dawn Herdman,2:15:46.47,F 45-49,6th
139th,Marianne Lynch,2:16:32.43,F 19-34,18th
140th,Te Mana Kaua,2:16:33.40,M 19-34,36th
141st,Kelly Borlase,2:17:11.59,M 50-54,8th
142nd,Daygan Eagar,2:18:27.12,M 40-44,13th
143rd,Karina Romero,2:18:50.48,F 40-44,6th
144th,Catherine Nixon,2:19:20.17,F 65-69,1st
145th,Joseph Estabillo,2:20:17.65,M 19-34,37th
146th,Charlotte Phillips,2:20:46.54,F 10-18,2nd
147th,Charlotte McKinlay,2:20:46.77,F 19-34,19th
148th,Bridget Greenway,2:20:47.29,F 19-34,20th
149th,Carleen Gibbons,2:21:53.60,F 60-64,3rd
150th,Reeve Thompson,2:22:19.75,M 10-18,2nd
151st,Lachlan Ferguson,2:23:53.94,M 40-44,14th
152nd,Carmel Ferguson,2:23:54.10,F 40-44,7th
153rd,Lucy Telfer,2:23:57.83,F 19-34,21st
154th,Luisa Reiter,2:24:25.62,F 19-34,22nd
155th,Gretel Murphy,2:24:55.91,F 10-18,3rd
156th,Bella-Rose Lloyd,2:24:57.37,F 19-34,23rd
157th,Lukas Thompson,2:27:34.07,M 10-18,3rd
158th,Jodi White,2:28:22.95,F 45-49,7th
159th,Catriona Mellows,2:29:05.46,F 19-34,24th
160th,Graeme Richardson,2:32:02.88,M 60-64,5th
161st,Savannah Young,2:32:30.75,F 19-34,25th
162nd,Bernadette Cruz,2:33:03.35,F 19-34,26th
163rd,Emily Waterson,2:35:04.40,F 19-34,27th
164th,Te Ariki Turanga,2:36:01.20,F 19-34,28th
165th,Brooklyn Millar,2:37:35.64,F 19-34,29th
166th,Christine Hill,2:38:42.85,F 40-44,8th
167th,Quentin Mahoney,2:44:41.90,M 19-34,38th
168th,Sammy Jury,2:47:40.00,F 19-34,30th
169th,Tony Jury,2:47:53.43,M 60-64,6th
170th,Tiffany Rogers,2:48:10.98,F 35-39,8th
171st,Tori McDonald,2:49:51.31,F 19-34,31st
172nd,Mark Daniels,2:49:51.91,M 60-64,7th
173rd,David Copestake,2:50:23.26,M 50-54,9th
174th,Paul Smith,2:54:41.43,M 70-74,1st
175th,Felicity Apperley,2:58:23.72,F 45-49,8th
176th,Ellen-Sofie Pranger,3:03:55.15,F 10-18,4th
177th,Paul Burke,3:08:21.61,M 60-64,8th
178th,Raewyn Winiata,3:09:31.13,F 60-64,4th
179th,Meg Snowdon,3:14:46.90,F 19-34,32nd
180th,Ness Marris,3:43:40.50,F 35-39,9th
